City,state_id,State full,County
Blanca,CO,Colorado,Costilla
Fort Atkinson,IA,Iowa,Winneshiek
Railroad,PA,Pennsylvania,York
Sand Hill,OK,Oklahoma,Muskogee
Burlison,TN,Tennessee,Tipton
Homer,IN,Indiana,Rush
Laketown,UT,Utah,Rich
Toronto,SD,South Dakota,Deuel
Dix,NE,Nebraska,Kimball
Emerson,AR,Arkansas,Columbia
Kratzerville,PA,Pennsylvania,Snyder
Backus,MN,Minnesota,Cass
Smithville,GA,Georgia,Lee
Buckner,AR,Arkansas,Lafayette
Leesburg,NJ,New Jersey,Cumberland
Grinnell,KS,Kansas,Gove
Wanship,UT,Utah,Summit
Applewold,PA,Pennsylvania,Armstrong
Chesterhill,OH,Ohio,Morgan
Gagetown,MI,Michigan,Tuscola
Stewart,OH,Ohio,Athens
Truchas,NM,New Mexico,Rio Arriba
Krakow,WI,Wisconsin,Shawano
Ransom,IL,Illinois,LaSalle
Uniopolis,OH,Ohio,Auglaize
Sand City,CA,California,Monterey
Medicine Park,OK,Oklahoma,Comanche
Byers,TX,Texas,Clay
Longville,LA,Louisiana,Beauregard
Justice,WV,West Virginia,Mingo
Eitzen,MN,Minnesota,Houston
Twain,CA,California,Plumas
Nageezi,NM,New Mexico,San Juan
Onslow,IA,Iowa,Jones
Lake Almanor Peninsula,CA,California,Plumas
Gillisonville,SC,South Carolina,Jasper
Hiddenite,NC,North Carolina,Alexander
Twin Oaks,OK,Oklahoma,Delaware
Lowell,KS,Kansas,Cherokee
Clyde Park,MT,Montana,Park
Flint Hill,VA,Virginia,Rappahannock
Hackberry,AZ,Arizona,Mohave
Bogue Chitto,MS,Mississippi,Neshoba
Edmondson,AR,Arkansas,Crittenden
Madaket,MA,Massachusetts,Nantucket
Ralston,OK,Oklahoma,Pawnee
Booth,WV,West Virginia,Monongalia
Oakdale,NE,Nebraska,Antelope
Yankee Hill,CA,California,Butte
Chelsea,IA,Iowa,Tama
Emigrant,MT,Montana,Park
Kremlin,OK,Oklahoma,Garfield
Wynona,OK,Oklahoma,Osage
Bass Lake,CA,California,Madera
Hitterdal,MN,Minnesota,Clay
Peavine,OK,Oklahoma,Adair
Birch Hill,WI,Wisconsin,Ashland
Wyoming,RI,Rhode Island,Washington
Danby,NY,New York,Tompkins
Salona,PA,Pennsylvania,Clinton
Fair Oaks,IN,Indiana,Jasper
Clayton,LA,Louisiana,Concordia
Phillips,NE,Nebraska,Hamilton
Cashion Community,TX,Texas,Wichita
Panama,IL,Illinois,Montgomery
Earl Park,IN,Indiana,Benton
Pottawattamie Park,IN,Indiana,LaPorte
Druid Hills,KY,Kentucky,Jefferson
Chance,OK,Oklahoma,Adair
Egg Harbor,WI,Wisconsin,Door
Hoven,SD,South Dakota,Potter
Sylvan Grove,KS,Kansas,Lincoln
Junction City,WI,Wisconsin,Portage
Callaghan,VA,Virginia,Alleghany
New Hampton,MO,Missouri,Harrison
Goshen,VA,Virginia,Rockbridge
Kincora,VA,Virginia,Loudoun
Friant,CA,California,Fresno
Yale,IA,Iowa,Guthrie
Walcott,ND,North Dakota,Richland
Zihlman,MD,Maryland,Allegany
Stanton,MO,Missouri,Franklin
Clarington,OH,Ohio,Monroe
Halliday,ND,North Dakota,Dunn
Spencer,NE,Nebraska,Boyd
Lowry,MN,Minnesota,Pope
Kingston,WI,Wisconsin,Green Lake
Nashville,OH,Ohio,Holmes
Dillard,OR,Oregon,Douglas
Campbell,NE,Nebraska,Franklin
Hope,ND,North Dakota,Steele
Gannett,ID,Idaho,Blaine
Clear Lake,IL,Illinois,Sangamon
Potter,NE,Nebraska,Cheyenne
Eastville,VA,Virginia,Northampton
Milford,KS,Kansas,Geary
Smith Corner,CA,California,Kern
Old Hundred,NC,North Carolina,Scotland
Arroyo Gardens,TX,Texas,Cameron
Barwick,GA,Georgia,Brooks
Sagar,NM,New Mexico,McKinley
Hodges,AL,Alabama,Franklin
Rebecca,GA,Georgia,Turner
Howell,UT,Utah,Box Elder
Spillertown,IL,Illinois,Williamson
Merriam,IN,Indiana,Noble
Scotland,GA,Georgia,Telfair
Okolona,AR,Arkansas,Clark
Downsville,NY,New York,Delaware
Blandburg,PA,Pennsylvania,Cambria
Bordelonville,LA,Louisiana,Avoyelles
Cutler,IL,Illinois,Perry
Eureka,NV,Nevada,Eureka
Mekoryuk,AK,Alaska,Bethel
Humbird,WI,Wisconsin,Clark
Oden,MI,Michigan,Emmet
McIntosh,AL,Alabama,Washington
Miami,IN,Indiana,Miami
Di Giorgio,CA,California,Kern
Rockvale,MT,Montana,Carbon
Arpelar,OK,Oklahoma,Pittsburg
Nashport,OH,Ohio,Muskingum
Tremont City,OH,Ohio,Clark
Mill Creek,PA,Pennsylvania,Huntingdon
Saddlebrooke,MO,Missouri,Christian
Plainville,GA,Georgia,Gordon
Pounding Mill,VA,Virginia,Tazewell
Allenwood,PA,Pennsylvania,Union
Garretts Mill,MD,Maryland,Washington
St. Regis,MT,Montana,Mineral
Nashua,MT,Montana,Valley
Gilbert,LA,Louisiana,Franklin
Indian Lake,PA,Pennsylvania,Somerset
San Miguel,AZ,Arizona,Pima
Montrose,WV,West Virginia,Randolph
Strawberry,AR,Arkansas,Lawrence
Silex,MO,Missouri,Lincoln
Twin,AL,Alabama,Marion
Sandborn,IN,Indiana,Knox
Clipper Mills,CA,California,Butte
Johnson Village,CO,Colorado,Chaffee
Elizabethtown,IL,Illinois,Hardin
Monroe,NE,Nebraska,Platte
Bulger,PA,Pennsylvania,Washington
Lane,OK,Oklahoma,Atoka
Millbrook,IL,Illinois,Kendall
Hood,CA,California,Sacramento
Walesboro,IN,Indiana,Bartholomew
Tonyville,CA,California,Tulare
Midland,AR,Arkansas,Sebastian
Barryville,NY,New York,Sullivan
Vanderbilt,PA,Pennsylvania,Fayette
Canada Creek Ranch,MI,Michigan,Montmorency
Harrisonville,NJ,New Jersey,Gloucester
McCoole,MD,Maryland,Allegany
Nelsonia,VA,Virginia,Accomack
Barstow,TX,Texas,Ward
Carmen,OK,Oklahoma,Alfalfa
Lockhart,AL,Alabama,Covington
Oso,WA,Washington,Snohomish
Honcut,CA,California,Butte
Pound,WI,Wisconsin,Marinette
Excelsior Estates,MO,Missouri,Ray
Hornsby,TN,Tennessee,Hardeman
Waucoma,IA,Iowa,Fayette
Y-O Ranch,WY,Wyoming,Platte
Riverdale,NE,Nebraska,Buffalo
Midlothian,MD,Maryland,Allegany
Tower,MI,Michigan,Cheboygan
Kendrick,ID,Idaho,Latah
Greenleaf,KS,Kansas,Washington
Camp Sherman,OR,Oregon,Jefferson
Ghent,KY,Kentucky,Carroll
Ranchitos East,TX,Texas,Webb
Staplehurst,NE,Nebraska,Seward
Tenkiller,OK,Oklahoma,Cherokee
Yuma Proving Ground,AZ,Arizona,Yuma
Saratoga,IN,Indiana,Randolph
Wall Lane,AZ,Arizona,Yuma
Dodson,LA,Louisiana,Winn
Emmons,MN,Minnesota,Freeborn
Ben Avon Heights,PA,Pennsylvania,Allegheny
Shaktoolik,AK,Alaska,Nome
Burbank,OH,Ohio,Wayne
Elberta,UT,Utah,Utah
Dupont,OH,Ohio,Putnam
Orient,IL,Illinois,Franklin
Brooks,OR,Oregon,Marion
Delta,IA,Iowa,Keokuk
Hillsboro,TN,Tennessee,Coffee
Watch Hill,RI,Rhode Island,Washington
Gentryville,IN,Indiana,Spencer
Biggsville,IL,Illinois,Henderson
White Stone,VA,Virginia,Lancaster
Yorkville,TN,Tennessee,Gibson
Roanoke,LA,Louisiana,Jefferson Davis
Star Junction,PA,Pennsylvania,Fayette
Campbell Station,AR,Arkansas,Jackson
Benton,MS,Mississippi,Yazoo
Great Meadows,NJ,New Jersey,Warren
Woodland,IL,Illinois,Iroquois
Newbern,AL,Alabama,Hale
Pine Valley,UT,Utah,Washington
Paint Rock,TX,Texas,Concho
Lockett,TX,Texas,Wilbarger
Franklin,PA,Pennsylvania,Cambria
Elizabethtown,IN,Indiana,Bartholomew
Dixon,WY,Wyoming,Carbon
Potts Camp,MS,Mississippi,Marshall
Clarksdale,MO,Missouri,DeKalb
Altmar,NY,New York,Oswego
Akron,AL,Alabama,Hale
Berkey,OH,Ohio,Lucas
Rochester,TX,Texas,Haskell
Millersville,MO,Missouri,Cape Girardeau
Capitola,FL,Florida,Leon
Millsboro,PA,Pennsylvania,Washington
Victor,CO,Colorado,Teller
Hadar,NE,Nebraska,Pierce
Gackle,ND,North Dakota,Logan
Peters,CA,California,San Joaquin
Westwood,MO,Missouri,St. Louis
McLeod,TX,Texas,Cass
Nespelem Community,WA,Washington,Okanogan
Fitzhugh,OK,Oklahoma,Pontotoc
Savannah,OH,Ohio,Ashland
Amherst Junction,WI,Wisconsin,Portage
Eugenio Saenz,TX,Texas,Starr
Dungannon,VA,Virginia,Scott
Gilchrist,OR,Oregon,Klamath
Leeds,NY,New York,Greene
Monticello,MO,Missouri,Lewis
Trenton,SC,South Carolina,Edgefield
Pakala Village,HI,Hawaii,Kauai
Pablo Pena,TX,Texas,Starr
St. Michael,AK,Alaska,Nome
Hosston,LA,Louisiana,Caddo
Beverly,WA,Washington,Grant
Virgil,IL,Illinois,Kane
West Falls,PA,Pennsylvania,Wyoming
St. Martin,MN,Minnesota,Stearns
Walloon Lake,MI,Michigan,Charlevoix
Garfield,MN,Minnesota,Douglas
Martin City,MT,Montana,Flathead
Orick,CA,California,Humboldt
Rocky Point,OR,Oregon,Klamath
Shelby,IN,Indiana,Lake
Richland,TX,Texas,Navarro
Constableville,NY,New York,Lewis
Buffalo,KS,Kansas,Wilson
Pleasant Valley,CT,Connecticut,Northwest Hills
Ironton,WI,Wisconsin,Sauk
Cranfills Gap,TX,Texas,Bosque
Reynoldsville,WV,West Virginia,Harrison
Ephraim,WI,Wisconsin,Door
Sherrodsville,OH,Ohio,Carroll
Clear Creek,CA,California,Lassen
McClusky,ND,North Dakota,Sheridan
Condon,MT,Montana,Missoula
Dundas,IL,Illinois,Richland
San Simeon,CA,California,San Luis Obispo
Elberta,PA,Pennsylvania,Blair
Rockford Bay,ID,Idaho,Kootenai
Grey Eagle,MN,Minnesota,Todd
Pillow,PA,Pennsylvania,Dauphin
Magnetic Springs,OH,Ohio,Union
Branchdale,PA,Pennsylvania,Schuylkill
Salt Point,NY,New York,Dutchess
Shaver Lake,CA,California,Fresno
Woodburn,KY,Kentucky,Warren
Glen Acres,NM,New Mexico,Hidalgo
Crenshaw,PA,Pennsylvania,Jefferson
East Altoona,PA,Pennsylvania,Blair
Perry,AR,Arkansas,Perry
Boykin,AL,Alabama,Wilcox
Negley,OH,Ohio,Columbiana
Pueblito del Carmen,PR,Puerto Rico,Guayama
Rapid River,MI,Michigan,Delta
Livonia Center,NY,New York,Livingston
Bellflower,MO,Missouri,Montgomery
Shiloh,NJ,New Jersey,Cumberland
Saginaw,MO,Missouri,Newton
Manton,CA,California,Tehama
Mahaffey,PA,Pennsylvania,Clearfield
Bent Tree Harbor,MO,Missouri,Benton
Raemon,NC,North Carolina,Robeson
Patterson,IA,Iowa,Madison
New Suffolk,NY,New York,Suffolk
Froid,MT,Montana,Roosevelt
Barnum,IA,Iowa,Webster
Sandy Creek,NC,North Carolina,Brunswick
Carytown,MO,Missouri,Jasper
Clatonia,NE,Nebraska,Gage
Freeborn,MN,Minnesota,Freeborn
Bostic,NC,North Carolina,Rutherford
Natchez,LA,Louisiana,Natchitoches
Mill Village,PA,Pennsylvania,Erie
Russell,MN,Minnesota,Lyon
Redwood,NY,New York,Jefferson
Donovan,IL,Illinois,Iroquois
Enemy Swim,SD,South Dakota,Day
Cyrus,MN,Minnesota,Pope
Eskdale,WV,West Virginia,Kanawha
Faith,SD,South Dakota,Meade
Alpine Northeast,WY,Wyoming,Lincoln
Prescott,IA,Iowa,Adams
Lytton,IA,Iowa,Sac
Taloga,OK,Oklahoma,Dewey
Gorham,IL,Illinois,Jackson
Trapper Creek,AK,Alaska,Matanuska-Susitna
Jenkinsburg,GA,Georgia,Butts
Leamington,UT,Utah,Millard
Lester,IA,Iowa,Lyon
Ewen,MI,Michigan,Ontonagon
Pullman,WV,West Virginia,Ritchie
Prescott,WA,Washington,Walla Walla
Table Grove,IL,Illinois,Fulton
Bedford,KY,Kentucky,Trimble
Maitland,PA,Pennsylvania,Mifflin
Pawlet,VT,Vermont,Rutland
Townville,PA,Pennsylvania,Crawford
Philadelphia,MO,Missouri,Marion
Seneca,WI,Wisconsin,Crawford
Callisburg,TX,Texas,Cooke
Terril,IA,Iowa,Dickinson
Knollcrest,CT,Connecticut,Western Connecticut
Dill City,OK,Oklahoma,Washita
Vicco,KY,Kentucky,Perry
Dover,KY,Kentucky,Mason
Rienzi,MS,Mississippi,Alcorn
Clarksburg,CA,California,Yolo
Strausstown,PA,Pennsylvania,Berks
Grand Detour,IL,Illinois,Ogle
Custer,MI,Michigan,Mason
Hall,NY,New York,Ontario
Rosedale,NM,New Mexico,Grant
Arcadia,KS,Kansas,Crawford
Banks,AL,Alabama,Pike
Westbrook,TX,Texas,Mitchell
Chickasaw,OH,Ohio,Mercer
Hilham,TN,Tennessee,Overton
Neahkahnie,OR,Oregon,Tillamook
Mexican Colony,CA,California,Kern
June Lake,CA,California,Mono
Lake Chaffee,CT,Connecticut,Northeastern Connecticut
Custer,WA,Washington,Whatcom
Frederika,IA,Iowa,Bremer
Callao,MO,Missouri,Macon
Corinne,WV,West Virginia,Wyoming
St. Thomas,ND,North Dakota,Pembina
Cedar Point,TX,Texas,Polk
Long Beach,MN,Minnesota,Pope
Kings Point,MT,Montana,Lake
Wingate,IN,Indiana,Montgomery
Ney,OH,Ohio,Defiance
Edom,TX,Texas,Van Zandt
West Pawlet,VT,Vermont,Rutland
Mingus,TX,Texas,Palo Pinto
McLemoresville,TN,Tennessee,Carroll
Capulin,CO,Colorado,Conejos
Anthoston,KY,Kentucky,Henderson
Harpers Ferry,WV,West Virginia,Jefferson
Bear Lake,MI,Michigan,Kalkaska
Twelve Mile,IN,Indiana,Cass
Coinjock,NC,North Carolina,Currituck
La Plant,SD,South Dakota,Dewey
Rennert,NC,North Carolina,Robeson
Woodland Hills,NE,Nebraska,Otoe
Frizzleburg,PA,Pennsylvania,Lawrence
Langlois,OR,Oregon,Curry
Springfield Center,NY,New York,Otsego
Pilger,NE,Nebraska,Stanton
Standard,IL,Illinois,Putnam
Clay Springs,AZ,Arizona,Navajo
Breedsville,MI,Michigan,Van Buren
Koyuk,AK,Alaska,Nome
Fancy Farm,KY,Kentucky,Graves
Medora,IL,Illinois,Macoupin
Detroit,AL,Alabama,Lamar
Young America,IN,Indiana,Cass
Hanalei,HI,Hawaii,Kauai
Evergreen,NC,North Carolina,Columbus
Geneva,IN,Indiana,Shelby
Missouri City,MO,Missouri,Clay
Schellsburg,PA,Pennsylvania,Bedford
Fountain,NC,North Carolina,Pitt
Danbury,IA,Iowa,Woodbury
Malden,IN,Indiana,Porter
Riverland,MN,Minnesota,Mahnomen
Medill,MO,Missouri,Clark
Mapleton,IL,Illinois,Peoria
Heron,MT,Montana,Sanders
Newport,IN,Indiana,Vermillion
Myra,TX,Texas,Cooke
McCook,IL,Illinois,Cook
Mildred,TX,Texas,Navarro
Chaseburg,WI,Wisconsin,Vernon
Brighton,UT,Utah,Salt Lake
Florence,SD,South Dakota,Codington
New Post,WI,Wisconsin,Sawyer
Litchfield,NE,Nebraska,Sherman
Elliott,IL,Illinois,Ford
Akiak,AK,Alaska,Bethel
Fire Island,NY,New York,Suffolk
Kingston,MO,Missouri,Caldwell
Covington,TX,Texas,Hill
Irondale,OH,Ohio,Jefferson
Rosemont,MD,Maryland,Frederick
Alfred,TX,Texas,Jim Wells
Trout Creek,MT,Montana,Sanders
Greencastle,MO,Missouri,Sullivan
Weldon,IL,Illinois,De Witt
Manchester,CA,California,Mendocino
Marland,OK,Oklahoma,Noble
Fertile,IA,Iowa,Worth
Notchietown,OK,Oklahoma,Sequoyah
Rehrersburg,PA,Pennsylvania,Berks
Bunceton,MO,Missouri,Cooper
Tuleta,TX,Texas,Bee
Quinby,VA,Virginia,Accomack
Alberta,VA,Virginia,Brunswick
Jenera,OH,Ohio,Hancock
West Liberty,PA,Pennsylvania,Butler
Skillman,NJ,New Jersey,Somerset
Wilton,AR,Arkansas,Little River
Coleman,OK,Oklahoma,Johnston
Slickville,PA,Pennsylvania,Westmoreland
La Escondida,TX,Texas,Starr
Lu Verne,IA,Iowa,Humboldt
Ovid,CO,Colorado,Sedgwick
Selden,KS,Kansas,Sheridan
Nellie,OH,Ohio,Coshocton
Neelyville,MO,Missouri,Butler
Salley,SC,South Carolina,Aiken
Lowrys,SC,South Carolina,Chester
Judah,IN,Indiana,Lawrence
New Munich,MN,Minnesota,Stearns
Hop Bottom,PA,Pennsylvania,Susquehanna
Drake,ND,North Dakota,McHenry
Durbin,WV,West Virginia,Pocahontas
Oconee,GA,Georgia,Washington
Bowler,WI,Wisconsin,Shawano
McCune,KS,Kansas,Crawford
Mizpah,NJ,New Jersey,Atlantic
Pathfork,KY,Kentucky,Harlan
Granjeno,TX,Texas,Hidalgo
Carl,GA,Georgia,Barrow
Helmsburg,IN,Indiana,Brown
Woodland,GA,Georgia,Talbot
Fredericktown,PA,Pennsylvania,Washington
Westside,IA,Iowa,Crawford
Ellenton,GA,Georgia,Colquitt
Edmore,ND,North Dakota,Ramsey
Andersonville,GA,Georgia,Sumter
Tower City,ND,North Dakota,Cass
Bendon,MI,Michigan,Benzie
Spencerville,IN,Indiana,DeKalb
Bronson,IA,Iowa,Woodbury
Snake Creek,OK,Oklahoma,Mayes
Glenmont,OH,Ohio,Holmes
Rock Cave,WV,West Virginia,Upshur
Lyndon Center,VT,Vermont,Caledonia
Vergennes,IL,Illinois,Jackson
Burns,KS,Kansas,Marion
Henrietta,MO,Missouri,Ray
Bluffton,GA,Georgia,Clay
Oakdale,IL,Illinois,Washington
Browning,MO,Missouri,Linn
Scipio,IN,Indiana,Jennings
St. Libory,NE,Nebraska,Howard
Rose Hill Acres,TX,Texas,Hardin
Dalton,MN,Minnesota,Otter Tail
Broadlands,IL,Illinois,Champaign
College Corner,OH,Ohio,Preble
Floyd,IA,Iowa,Floyd
Oneida,KS,Kansas,Nemaha
Beal City,MI,Michigan,Isabella
Malta,ID,Idaho,Cassia
Buckman,MN,Minnesota,Morrison
Hornick,IA,Iowa,Woodbury
Windsor,SC,South Carolina,Aiken
Goose Lake,IA,Iowa,Clinton
Ionia,IA,Iowa,Chickasaw
Port William,OH,Ohio,Clinton
Puako,HI,Hawaii,Hawaii
Welch,TX,Texas,Dawson
Savage,MT,Montana,Richland
Wales,AK,Alaska,Nome
Laketon,IN,Indiana,Wabash
Marengo,OH,Ohio,Morrow
Waldo,AL,Alabama,Talladega
Dietrich,ID,Idaho,Lincoln
Marion,OR,Oregon,Marion
Holley,OR,Oregon,Linn
Ensenada,NM,New Mexico,Rio Arriba
Anoka,IN,Indiana,Cass
Swan Quarter,NC,North Carolina,Hyde
Bassfield,MS,Mississippi,Jefferson Davis
Elim,AK,Alaska,Nome
Tescott,KS,Kansas,Ottawa
Pukwana,SD,South Dakota,Brule
Ellis Grove,IL,Illinois,Randolph
Dune Acres,IN,Indiana,Porter
Berrysburg,PA,Pennsylvania,Dauphin
Lava Hot Springs,ID,Idaho,Bannock
Guide Rock,NE,Nebraska,Webster
Danbury,NC,North Carolina,Stokes
Flat Rock,OH,Ohio,Seneca
Braden,TN,Tennessee,Fayette
Clarksburg,MO,Missouri,Moniteau
New Meadows,ID,Idaho,Adams
Mountain Ranch,CA,California,Calaveras
Copalis Beach,WA,Washington,Grays Harbor
Jamison City,PA,Pennsylvania,Columbia
Bowersville,OH,Ohio,Greene
Holbrook,NE,Nebraska,Furnas
Burnett,WI,Wisconsin,Dodge
Lismore,MN,Minnesota,Nobles
Somerville,OH,Ohio,Butler
Red Cliff,CO,Colorado,Eagle
Port Elizabeth,NJ,New Jersey,Cumberland
Templeton,PA,Pennsylvania,Armstrong
Long Pine,NE,Nebraska,Brown
Patterson,AR,Arkansas,Woodruff
Turkey,TX,Texas,Hall
Castor,LA,Louisiana,Bienville
Progreso Lakes,TX,Texas,Hidalgo
Rhodes,IA,Iowa,Marshall
Burkettsville,OH,Ohio,Mercer
Gracemont,OK,Oklahoma,Caddo
Relampago,TX,Texas,Hidalgo
Echo,LA,Louisiana,Rapides
Volta,CA,California,Merced
Belcher,LA,Louisiana,Caddo
Summer Shade,KY,Kentucky,Metcalfe
Mount Pleasant,OH,Ohio,Jefferson
St. Marks,FL,Florida,Wakulla
Campbell Hill,IL,Illinois,Jackson
Sutcliffe,NV,Nevada,Washoe
Wetmore,KS,Kansas,Nemaha
Thompson,PA,Pennsylvania,Susquehanna
Jennings,OK,Oklahoma,Pawnee
South Lima,NY,New York,Livingston
Holiday Beach,TX,Texas,Aransas
Laclede,ID,Idaho,Bonner
Kinloch,MO,Missouri,St. Louis
Ridgeway,OH,Ohio,Logan
Flemington,WV,West Virginia,Taylor
Finley,ND,North Dakota,Steele
Hartwick Seminary,NY,New York,Otsego
Cohassett Beach,WA,Washington,Grays Harbor
Cassville,IN,Indiana,Howard
Bloomville,NY,New York,Delaware
Brookside,CO,Colorado,Fremont
Chataignier,LA,Louisiana,Evangeline
Ripley,OK,Oklahoma,Payne
Anamoose,ND,North Dakota,McHenry
Dayville,CT,Connecticut,Northeastern Connecticut
Pavillion,WY,Wyoming,Fremont
Briggsville,WI,Wisconsin,Marquette
Pawnee Rock,KS,Kansas,Barton
Augusta,MO,Missouri,St. Charles
Midway,TX,Texas,Madison
North Miami,OK,Oklahoma,Ottawa
Cuba,KS,Kansas,Republic
Douglassville,TX,Texas,Cass
Lake Lorraine,WI,Wisconsin,Walworth
Odell,NE,Nebraska,Gage
Kilbourne,IL,Illinois,Mason
Kistler,PA,Pennsylvania,Mifflin
Le Raysville,PA,Pennsylvania,Bradford
Raymond City,WV,West Virginia,Putnam
Alpine Northwest,WY,Wyoming,Lincoln
Walton,KS,Kansas,Harvey
Elk City,KS,Kansas,Montgomery
Uehling,NE,Nebraska,Dodge
Russell,AR,Arkansas,White
Boone,CO,Colorado,Pueblo
St. Peter,IL,Illinois,Fayette
Morgan Heights,CO,Colorado,Morgan
Belleville,NY,New York,Jefferson
Picacho,AZ,Arizona,Pinal
Anderson,TX,Texas,Grimes
Maitland,MO,Missouri,Holt
Hartsville,IN,Indiana,Bartholomew
Kimballton,IA,Iowa,Audubon
Sarah Ann,WV,West Virginia,Logan
East Gillespie,IL,Illinois,Macoupin
Lost Bridge Village,AR,Arkansas,Benton
Foxburg,PA,Pennsylvania,Clarion
Wallsburg,UT,Utah,Wasatch
Repton,AL,Alabama,Conecuh
North Bend,PA,Pennsylvania,Clinton
Tynan,TX,Texas,Bee
Ste. Marie,IL,Illinois,Jasper
New Pittsburg,OH,Ohio,Wayne
Kaw City,OK,Oklahoma,Kay
Kanawha,WV,West Virginia,Wood
Elfrida,AZ,Arizona,Cochise
Perry,SC,South Carolina,Aiken
Dover,OK,Oklahoma,Kingfisher
Lakota,IA,Iowa,Kossuth
Bloomburg,TX,Texas,Cass
Fayetteville,TX,Texas,Fayette
Kincaid,WV,West Virginia,Fayette
Deweyville,UT,Utah,Box Elder
Salisbury Mills,NY,New York,Orange
Skamokawa Valley,WA,Washington,Wahkiakum
Earling,WV,West Virginia,Logan
Shady Dale,GA,Georgia,Jasper
Deloit,IA,Iowa,Crawford
Tullos,LA,Louisiana,LaSalle
Vinton,OH,Ohio,Gallia
Carson,ND,North Dakota,Grant
Brule,NE,Nebraska,Keith
Indiahoma,OK,Oklahoma,Comanche
Rock Hill,LA,Louisiana,Grant
Las Palomas,NM,New Mexico,Sierra
Junction,UT,Utah,Piute
Henderson,MI,Michigan,Shiawassee
Dixon,MT,Montana,Sanders
Abbott,TX,Texas,Hill
Holy Cross,IA,Iowa,Dubuque
Sterling,OH,Ohio,Wayne
Morganton,GA,Georgia,Fannin
Needmore,IN,Indiana,Lawrence
Higginsport,OH,Ohio,Brown
Bear Creek,WI,Wisconsin,Outagamie
Wallace,NE,Nebraska,Lincoln
Yancey,TX,Texas,Medina
Velarde,NM,New Mexico,Rio Arriba
Granville,IA,Iowa,Sioux
Blanche,TN,Tennessee,Lincoln
Goose Creek,KY,Kentucky,Jefferson
Grygla,MN,Minnesota,Marshall
Maytown,AL,Alabama,Jefferson
Jamestown,CO,Colorado,Boulder
Carbon,TX,Texas,Eastland
Madrid,NM,New Mexico,Santa Fe
Loda,IL,Illinois,Iroquois
Yantis,TX,Texas,Wood
Chloride,AZ,Arizona,Mohave
Dellroy,OH,Ohio,Carroll
Gordonville,AL,Alabama,Lowndes
Lake Angelus,MI,Michigan,Oakland
Pleasant Grove,MD,Maryland,Allegany
Bascom,OH,Ohio,Seneca
Geiger,AL,Alabama,Sumter
Twin Groves,AR,Arkansas,Faulkner
Americus,IN,Indiana,Tippecanoe
Trenton,KY,Kentucky,Todd
Mount Pleasant Mills,PA,Pennsylvania,Snyder
Frost,MN,Minnesota,Faribault
Jobstown,NJ,New Jersey,Burlington
Addieville,IL,Illinois,Washington
Oliver,GA,Georgia,Screven
Antreville,SC,South Carolina,Abbeville
Belgium,IL,Illinois,Vermilion
Gillsville,GA,Georgia,Hall
Tappen,ND,North Dakota,Kidder
Wilmot,OH,Ohio,Stark
Forgan,OK,Oklahoma,Beaver
Henrieville,UT,Utah,Garfield
Soldier Creek,SD,South Dakota,Todd
Nixon,TN,Tennessee,Hardin
Keller,VA,Virginia,Accomack
Deal Island,MD,Maryland,Somerset
Evergreen,LA,Louisiana,Avoyelles
Lansing,OH,Ohio,Belmont
Mayland,TN,Tennessee,Cumberland
Butteville,OR,Oregon,Marion
Harding-Birch Lakes,AK,Alaska,Fairbanks North Star
Searles,MN,Minnesota,Brown
Spickard,MO,Missouri,Grundy
Michiana,MI,Michigan,Berrien
Avalon,GA,Georgia,Stephens
Pine Lakes Addition,SD,South Dakota,Minnehaha
Chupadero,NM,New Mexico,Santa Fe
Boneau,MT,Montana,Chouteau
Bowbells,ND,North Dakota,Burke
Cash,AR,Arkansas,Craighead
Murdock,MN,Minnesota,Swift
McIntosh,FL,Florida,Marion
Carrizo,AZ,Arizona,Gila
Pine Point,MN,Minnesota,Becker
Crystal,NM,New Mexico,San Juan
Ocean Breeze,FL,Florida,Martin
St. Johns,OH,Ohio,Auglaize
Copper Mountain,CO,Colorado,Summit
Somerset,IN,Indiana,Wabash
Switz City,IN,Indiana,Greene
Spangle,WA,Washington,Spokane
Ramona,SD,South Dakota,Lake
Keyport,WA,Washington,Kitsap
St. Regis Falls,NY,New York,Franklin
Cleghorn,IA,Iowa,Cherokee
Clinton,MN,Minnesota,Big Stone
Dillard,GA,Georgia,Rabun
Olmito and Olmito,TX,Texas,Starr
Hayes Center,NE,Nebraska,Hayes
Arpin,WI,Wisconsin,Wood
Garland,TN,Tennessee,Tipton
Eldorado Springs,CO,Colorado,Boulder
Talala,OK,Oklahoma,Rogers
Cameron,OK,Oklahoma,Le Flore
Chickaloon,AK,Alaska,Matanuska-Susitna
Bluff City,AR,Arkansas,Nevada
Haworth,OK,Oklahoma,McCurtain
Thompsons,TX,Texas,Fort Bend
Cashtown,PA,Pennsylvania,Adams
Hunter,ND,North Dakota,Cass
Seymour,IL,Illinois,Champaign
Williamsville,MO,Missouri,Wayne
Clyattville,GA,Georgia,Lowndes
Paisley,OR,Oregon,Lake
French Gulch,CA,California,Shasta
Haines Falls,NY,New York,Greene
Kelford,NC,North Carolina,Bertie
Leona,TX,Texas,Leon
Glen Echo,MD,Maryland,Montgomery
Blooming Grove,IN,Indiana,Franklin
Cedar Hill Lakes,MO,Missouri,Jefferson
Hortonville,NY,New York,Sullivan
Etowah,AR,Arkansas,Mississippi
Perry,IL,Illinois,Pike
